Welche Fristen muss Arbeitnehmer bei Krankmeldungen beachten?,Bei vollständiger Besetzung min 50kg,Krankmeldung unverzüglich.Bei Krankheit von mehr als 3 Tagen am darauffolgenden Tag eine Arbeitsunfähigkeitsbescheinigung vom Arzt,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Einmal im Jahr durch das Eichamt (Mietwagen: alle 2 Jahre),Ja,Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015
Was ist abgaberechtlich ein Minijob?Wie viele Stunden darf ein Minijobber im Monat und in der Woche arbeiten?,Werkvertrag,Bei besonderen Witterungsverhältnissen wie Schnee Regen Glatteis Nebel Hagel.,Dienstleistungsvertrag,Ab dem 60. Lebensjahr muss eine besondere medizinische Eignungsprüfung bestanden werden.,Arbeitnehmer zahlt keine Sozialversicherungsbeiträge für Minijobs bis man. 450€Arbeitgeber zahlt Abgabepauschale von 30% an Bundesknappschaft Essen 48128 Std/Monat 1203 Std/Woche Mindestlohn 935€ einhalten,Wenn keine Beförderungsabsicht vorliegt.,Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
6 Lohnnebenkosten?,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Sozialversicherungsbeiträge Arbeitgeber ÜberstundenzuschlägeWeihnachts- & Urlaubsgeld Lohnfortzahlung bei Krankheit vermögenswirksame Leistungen Spesen,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Was sollte sich Arbeitgeber von Arbeitnehmer bei dessen Ausscheidung unterzeichnen lassen?,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Ausgleichsquittung damit wird bestätigtdass er gegen den Arbeitgeber keinerlei Forderungen mehr hatbspw. Resturlaub,Nein,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Den verkehrsgünstigen Weg wenn der Fahrgast nichts anderes bestimmt,Min. 2 Türen auf der rechten Längsseite,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Was ist eine Kündigung?,An behördlich zugelassenen Plätzen in der Betriebssitzgemeinde.,Die einseitige schriftliche Erklärung des Arbeitgebers oder Arbeitnehmers das Arbeitsverhältnis zu beenden,00 Promille,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Ja,Hell-Elfenbein Farbton RAL 1015,Warnweste jaFeuerlöscher nein,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015
Was ist eine außerordentliche Kündigung?,Bei vollständiger Besetzung min 50kg,BereitstellungspreisPreis für die Beförderung Preis für Wartezeiten Zuschläge,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Einmal im Jahr durch das Eichamt (Mietwagen: alle 2 Jahre),Auch fristlose Kündigung genannt.Bei Vorliegen eines wichtigen Grundes aus dem das Arbeitsverhältnis nicht bis zum Ende der Kündigungsfrist fortgesetzt werden kann.,Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Was sind Kriterien für die Sozialauswahl?(4),Werkvertrag,Bei besonderen Witterungsverhältnissen wie Schnee Regen Glatteis Nebel Hagel.,Dienstleistungsvertrag,Dauer der BetriebszugehörigkeitLebensalter Unterhaltspflicht des Arbeitnehmers Schwerbehinderung,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,Wenn keine Beförderungsabsicht vorliegt.,Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Welche Kündigungen sind unwirksam?,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Die die nicht PersonenbedingtVerhaltensbedingtBetriebsbedingtsind,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Bsp für personenbedingte Kündigung,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,ständig krank,Nein,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Den verkehrsgünstigen Weg wenn der Fahrgast nichts anderes bestimmt,Min. 2 Türen auf der rechten Längsseite,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015
Bsp für verhaltensbedingte Kündigung,An behördlich zugelassenen Plätzen in der Betriebssitzgemeinde.,ständig unpünktlich,00 Promille,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Ja,Hell-Elfenbein Farbton RAL 1015,Warnweste jaFeuerlöscher nein,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Bsp für betriebsbedingte Kündigung,Bei vollständiger Besetzung min 50kg,BereitstellungspreisPreis für die Beförderung Preis für Wartezeiten Zuschläge,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Einmal im Jahr durch das Eichamt (Mietwagen: alle 2 Jahre),Wegfall des Arbeitsplatzes durch Auftragsmangel,Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Innerhalb welcher Frist kann ein Arbeitnehmer Kündigungsschutzklage erheben?,Werkvertrag,Bei besonderen Witterungsverhältnissen wie Schnee Regen Glatteis Nebel Hagel.,Dienstleistungsvertrag,Innerhalb von 3 Wochen,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,Wenn keine Beförderungsabsicht vorliegt.,Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Nenne die gesetzlichen Kündigungsfristen.Kündigungsfrist innerhalb Probezeit.,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Grundkündigungsfrist:4 Wochen bis zum 15. eines Monats oder zum Monatsende Nach 2 Jahren Betriebszugehörigkeit: 1 Monat bis zum Monatsende Die Fristen gelten nur für Arbeitgeber Für Arbeitnehmer immer die Grundkündigungsfrist In der Probezeit: Kündigungsfrist 2 Wochen,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015
Welchen Anspruch hat der Arbeitnehmer bei betriebsbedingter Kündigung?,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,05 Monatsverdienste für jedes Jahr des Bestehens des Arbeitsvertrags,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Nein,Ja,Den verkehrsgünstigen Weg wenn der Fahrgast nichts anderes bestimmt,Min. 2 Türen auf der rechten Längsseite,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Was bedeute spezieller Kündigungsschutz für Schwerbehinderte und Frauen während & nach Schwangerschaft?,An behördlich zugelassenen Plätzen in der Betriebssitzgemeinde.,Ja wenn er frei is muss er sogar.,Man muss die gefahrenen km im Inland und im Ausland genau festhalten.Nur der Fahrtanteil im Inland ist Umsatzsteuerpflichtig.,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Schwerbehinderte nur mit Zustimmung des Integrationsamtes.Frauen während Schwangerschaft & Erziehungsurlaub unzulässig,Hell-Elfenbein Farbton RAL 1015,Warnweste jaFeuerlöscher nein,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Wie lange darf eine schwangere Frau in der Personenbeförderung eingesetzt werden?,Bei vollständiger Besetzung min 50kg,BereitstellungspreisPreis für die Beförderung Preis für Wartezeiten Zuschläge,00 Promille,Bis zum 3. Schwangerschaftsmonat,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Wie viele Sonntage darf Arbeitnehmer in Jahr nicht arbeiten?,Werkvertrag,Bei besonderen Witterungsverhältnissen wie Schnee Regen Glatteis Nebel Hagel.,15 Sonntage im Jahr,Ab dem 60. Lebensjahr muss eine besondere medizinische Eignungsprüfung bestanden werden.,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Wenn keine Beförderungsabsicht vorliegt.,Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015
"Was ist eine „Bürgschaft""?",Bei vollständiger Besetzung min 50kg,BereitstellungspreisPreis für die Beförderung Preis für Wartezeiten Zuschläge,Dienstleistungsvertrag,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Eine Bürgschaft ist das Versprechen eines Dritten gegenüber dem Gläubiger im Falle derNichterfülIung des Vertrages einzustehen.,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
"Was verstehen Sie unter dem Begriff „Finanzierung""?",Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Bei besonderen Witterungsverhältnissen wie Schnee Regen Glatteis Nebel Hagel.,Finanzierung ist eine Bereitstellung von Geld auf Zeit (eine Kreditaufnahme bei Einer Bank),Nein,Ja,Den verkehrsgünstigen Weg wenn der Fahrgast nichts anderes bestimmt,Min. 2 Türen auf der rechten Längsseite,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
